epoch,loss,acc
62,0.4105518162250519,0.8634595274925232
63,0.40432077646255493,0.86489337682724
64,0.3987194299697876,0.86704021692276
65,0.39242902398109436,0.8691173791885376
66,0.3861595392227173,0.871396005153656
67,0.3789333403110504,0.872822105884552
68,0.37713339924812317,0.8735584020614624
69,0.3741157352924347,0.874813973903656
70,0.3677956163883209,0.8770616054534912
71,0.36072051525115967,0.87939453125
72,0.35773488879203796,0.8805106282234192
73,0.35198915004730225,0.8818514347076416
74,0.3507305383682251,0.8821691870689392
75,0.34446194767951965,0.884579598903656
76,0.3422771394252777,0.8844866156578064
77,0.33660688996315,0.8867729902267456
78,0.33493056893348694,0.8881138563156128
79,0.33067184686660767,0.8893694281578064
80,0.32646694779396057,0.8906172513961792
81,0.32151275873184204,0.8921750783920288
82,0.3196176588535309,0.8929811716079712
83,0.3175637423992157,0.8934926986694336
84,0.3105444014072418,0.8957558274269104
85,0.3096495270729065,0.895957350730896
86,0.30548104643821716,0.8977709412574768
87,0.30380555987358093,0.8987320065498352
88,0.29801705479621887,0.9006696343421936
89,0.29851099848747253,0.9000030755996704
90,0.29143139719963074,0.9022119641304016
91,0.29570943117141724,0.9000030755996704
92,0.2904120087623596,0.90234375
93,0.2859809696674347,0.9043898582458496
94,0.2823490798473358,0.9050021767616272
95,0.2832641899585724,0.9045681357383728
96,0.28079840540885925,0.9059709906578064
97,0.27703267335891724,0.907528817653656
98,0.275770902633667,0.9073815941810608
99,0.2726207673549652,0.908319354057312
100,0.27347004413604736,0.907900869846344
101,0.27249661087989807,0.9088541865348816
102,0.2701714038848877,0.9096757173538208
103,0.26595911383628845,0.911094069480896
104,0.2625729441642761,0.9108770489692688
105,0.26377129554748535,0.9107142686843872
106,0.25887978076934814,0.9132487177848816
107,0.2569688558578491,0.9152405858039856
108,0.2555526793003082,0.9140005111694336
109,0.25316300988197327,0.9150700569152832
110,0.25334811210632324,0.9151785969734192
111,0.252621054649353,0.915077805519104
112,0.25113213062286377,0.916240394115448
113,0.24629934132099152,0.9173719882965088
114,0.2509649395942688,0.9162946343421936
115,0.2459980845451355,0.917782723903656
116,0.2463894635438919,0.917441725730896
117,0.24537061154842377,0.9182555079460144
118,0.24388229846954346,0.9183485507965088
119,0.24255011975765228,0.9185655117034912
120,0.24207688868045807,0.918906569480896
121,0.2415360063314438,0.9187515377998352
122,0.24044102430343628,0.9189530611038208
123,0.23811377584934235,0.9206426739692688
124,0.23278945684432983,0.921758770942688
125,0.2344806045293808,0.9215185046195984
126,0.2310793548822403,0.9228748083114624
127,0.23400375247001648,0.9218285083770752
128,0.23088881373405457,0.92299884557724
129,0.23361338675022125,0.921688973903656
130,0.2285325974225998,0.9230840802192688
131,0.2283652275800705,0.9235801100730896
132,0.22836336493492126,0.9240218997001648
133,0.22836947441101074,0.9237196445465088
134,0.22876225411891937,0.923750638961792
135,0.22253458201885223,0.9253162145614624
136,0.22423908114433289,0.924355149269104
137,0.2267252653837204,0.9241071343421936
138,0.22432486712932587,0.924727201461792
139,0.22326456010341644,0.9257967472076416
140,0.22284896671772003,0.9253472089767456
141,0.22068890929222107,0.925897479057312
142,0.21981216967105865,0.9262850284576416
143,0.22051756083965302,0.9266880750656128
144,0.21888059377670288,0.9270523190498352
145,0.21859614551067352,0.927432119846344
146,0.21802841126918793,0.9274011254310608
147,0.2179076373577118,0.9274631142616272
148,0.21944449841976166,0.9264090657234192
149,0.21818406879901886,0.92709881067276
150,0.21491160988807678,0.9278428554534912
151,0.2116863876581192,0.929648756980896
152,0.2163912057876587,0.9270678162574768
153,0.21214768290519714,0.9295324683189392
154,0.21046017110347748,0.9295324683189392
155,0.21403314173221588,0.9288504719734192
156,0.21363548934459686,0.9288349747657776
157,0.21238695085048676,0.9289202094078064
158,0.21511754393577576,0.9282768964767456
159,0.21388335525989532,0.9286179542541504
160,0.21308864653110504,0.9288349747657776
161,0.20673872530460358,0.930850088596344
162,0.20965281128883362,0.930059552192688
163,0.20640979707241058,0.9308578372001648
164,0.20575737953186035,0.9314003586769104
165,0.20451554656028748,0.9321908950805664
166,0.20649830996990204,0.93100506067276
167,0.20890413224697113,0.9306795597076416
168,0.2099459022283554,0.9301602840423584
169,0.204393669962883,0.931756854057312
170,0.2036316990852356,0.9319738745689392
171,0.20306313037872314,0.931826651096344
172,0.20461852848529816,0.9316948652267456
173,0.20574384927749634,0.931524395942688
174,0.20312915742397308,0.9322218894958496
175,0.20222699642181396,0.9321599006652832
176,0.20428939163684845,0.9313616156578064
177,0.205799400806427,0.930966317653656
178,0.20378561317920685,0.931904137134552
179,0.20168688893318176,0.9329504370689392
180,0.19945967197418213,0.9333534836769104
181,0.20511353015899658,0.9317103624343872
182,0.20406894385814667,0.9320979118347168
183,0.19885817170143127,0.9339269995689392
184,0.20029249787330627,0.9331674575805664
185,0.1972336620092392,0.9344618320465088
186,0.2008083462715149,0.9324544072151184
187,0.20134954154491425,0.9329659342765808
188,0.2018963247537613,0.9330434799194336
189,0.2011042684316635,0.9334619641304016
190,0.1976916790008545,0.9341052770614624
191,0.1974068433046341,0.9343222975730896
192,0.19748607277870178,0.9339424967765808
193,0.197963148355484,0.9336402416229248
194,0.19905325770378113,0.9330124855041504
195,0.19694286584854126,0.9336944818496704
196,0.19860775768756866,0.9341052770614624
197,0.19703856110572815,0.9341285228729248
198,0.19918811321258545,0.9335782527923584
199,0.196804940700531,0.9346632957458496
200,0.1933089792728424,0.93505859375
